,Name,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
111,Pisco,75,PE,1592090946,82,-13.7,-76.22,64.99,8.05
112,Souillac,75,MU,1592090946,94,-20.52,57.52,71.6,3.36
113,Petropavlovsk-Kamchatskiy,89,RU,1592090946,66,53.05,158.65,51.8,6.71
114,Freetown,100,SL,1592090946,84,8.48,-13.23,79.74,3.76
115,Vila Franca do Campo,20,PT,1592090947,82,37.72,-25.43,55.4,5.82
116,Hermanus,19,ZA,1592090947,57,-34.42,19.23,54.63,8.37
117,Punta Arenas,20,CL,1592090947,92,-53.15,-70.92,24.8,3.36
118,Mafinga,45,TZ,1592090947,64,-7.25,35.07,60.31,1.5
119,Abonnema,100,NG,1592090947,92,4.71,6.79,76.82,6.96
120,Broken Hill,0,AU,1592090948,81,-31.95,141.43,48.2,10.29
121,Sakakah,0,SA,1592090948,12,29.97,40.21,78.8,0.87
122,Diu,98,IN,1592090948,70,20.71,70.98,85.71,3.91
123,Hobart,75,AU,1592090783,71,-42.88,147.33,55.0,6.93
124,Sungai Penuh,79,ID,1592090949,86,-2.08,101.38,63.46,3.22
125,Codrington,34,AU,1592090949,88,-38.27,141.97,48.63,14.67
126,Iqaluit,90,CA,1592090949,88,63.75,-68.51,39.2,12.75
127,Nanchital de Lázaro Cárdenas del Río,75,MX,1592090949,74,18.07,-94.4,80.6,15.37
128,Kamenka,67,RU,1592090950,67,51.32,42.77,66.99,19.98
129,Hithadhoo,100,MV,1592090950,75,-0.6,73.08,81.79,14.07
130,San Jose,40,US,1592090871,37,37.34,-121.89,73.99,16.11
131,Palafrugell,70,ES,1592090950,51,41.92,3.16,63.0,7.27
132,Bouca,49,CF,1592090951,95,6.51,18.27,68.0,0.43
133,Gijang,90,KR,1592090951,88,35.24,129.21,75.2,6.93
134,Arman',0,RU,1592090951,58,59.7,150.17,59.11,5.08
135,Brigantine,1,US,1592090951,46,39.41,-74.36,69.8,8.05
136,Port Alfred,29,ZA,1592090794,87,-33.59,26.89,54.0,4.0
137,Itarema,16,BR,1592090952,86,-2.92,-39.92,78.13,9.95
138,Lavrentiya,23,RU,1592090952,77,65.58,-171.0,46.51,9.42
139,Nago,40,JP,1592090952,83,26.59,127.98,84.2,13.87
140,Upernavik,0,GL,1592090952,86,72.79,-56.15,34.75,3.22
141,Rocha,60,UY,1592090666,58,-34.48,-54.33,45.36,11.59
142,Belmonte,20,BR,1592090953,78,-15.86,-38.88,77.0,6.93
143,Ponta do Sol,40,PT,1592090953,77,32.67,-17.1,66.2,3.36
144,Temirtau,20,KZ,1592090953,71,50.05,72.95,55.4,6.71
145,Inzer,55,RU,1592090953,81,54.22,57.56,43.21,3.18
146,Florø,93,NO,1592090954,63,61.6,5.03,64.4,4.7
147,Markala,4,ML,1592090954,29,13.7,-6.07,95.79,7.85
148,Cotonou,40,BJ,1592090954,78,6.37,2.42,82.4,9.17
149,Alofi,100,NU,1592090954,57,-19.06,-169.92,78.8,18.34
150,Castro,100,BR,1592090954,92,-24.79,-50.01,62.06,6.26
151,Osorno,75,CL,1592090955,81,-40.57,-73.15,46.4,9.17
152,Shingū,75,JP,1592090955,94,33.73,135.98,75.2,4.7
153,Tiarei,20,PF,1592090955,70,-17.53,-149.33,86.0,10.29
154,Leningradskiy,10,RU,1592090955,48,69.38,178.42,59.65,1.7
155,Soyo,0,AO,1592090956,87,-6.13,12.37,71.47,5.1
156,Miramar,20,US,1592090956,69,25.99,-80.23,84.99,13.87
157,Miranda,40,CO,1592090956,61,3.25,-76.23,78.8,9.17
158,East London,1,ZA,1592090956,38,-33.02,27.91,57.42,7.25
159,Xining,93,CN,1592090956,63,36.62,101.77,53.1,1.74
160,Kanniyākumāri,90,IN,1592090957,74,8.08,77.57,82.2,20.27
161,Giddalūr,100,IN,1592090957,74,15.35,78.92,78.35,15.14
162,Bethel,1,US,1592090957,39,41.37,-73.41,66.0,13.87
163,Wakkanai,19,JP,1592090957,84,45.41,141.67,55.27,5.93
164,Beaverlodge,90,CA,1592090957,55,55.22,-119.44,60.8,13.87
165,Podporozh'ye,11,RU,1592090958,77,60.91,34.17,47.97,3.13
166,Saint George,1,US,1592090868,4,37.1,-113.58,91.4,20.8
167,Negara,73,ID,1592090958,86,-8.32,114.6,77.18,1.88
168,Seddon,63,AU,1592090958,76,-37.81,144.89,54.0,8.05
169,Aswān,0,EG,1592090722,15,24.09,32.91,91.9,9.62
170,Dulce Nombre de Culmí,100,HN,1592090959,89,15.1,-85.53,75.74,2.95
171,Andra,57,RU,1592090959,64,62.51,65.89,43.12,12.37
172,Torbay,40,CA,1592090959,93,47.67,-52.73,66.99,13.87
173,Boyolangu,44,ID,1592090959,90,-8.12,111.89,75.94,1.05
174,Gogrial,7,SS,1592090960,61,8.53,28.1,80.1,4.65
175,Vardø,24,NO,1592090960,80,70.37,31.11,46.24,2.77
176,Hirara,40,JP,1592090960,79,24.8,125.28,86.0,17.22
177,Baturaja,72,ID,1592090960,95,-4.13,104.17,71.28,2.62
178,Shar,2,KZ,1592090961,54,49.59,81.05,62.85,6.58
179,Beira,75,MZ,1592090961,73,-19.84,34.84,71.01,13.87
180,Verkhovazh'ye,53,RU,1592090961,83,60.75,42.05,42.35,1.41
181,Sinazongwe,59,ZM,1592090961,57,-17.26,27.46,67.41,5.77
182,Mgandu,8,TZ,1592090962,66,-5.95,34.13,58.71,10.4
183,Mahon,0,ES,1592090913,72,39.89,4.27,60.8,2.24
184,Lüderitz,0,NA,1592090962,35,-26.65,15.16,57.2,9.17
185,Bengkulu,56,ID,1592090962,85,-3.8,102.27,74.05,3.96
186,Buala,3,SB,1592090962,73,-8.14,159.59,85.05,9.93
187,Shellbrook,75,CA,1592090963,34,53.22,-106.4,82.4,20.8
188,Fairbanks,1,US,1592090963,36,64.84,-147.72,75.99,5.82
189,Rock Springs,1,US,1592090963,10,41.59,-109.2,80.6,23.04
190,Mehtar Lām,20,AF,1592090963,44,34.67,70.21,77.0,6.93
191,San Borja,85,BO,1592090963,81,-14.82,-66.85,76.82,2.08
192,Barranca,8,PE,1592090964,84,-10.75,-77.77,63.09,7.47
193,Avera,1,US,1592090964,45,33.19,-82.53,84.2,5.82
194,Mount Gambier,90,AU,1592090964,93,-37.83,140.77,48.2,12.75
195,San Policarpo,100,PH,1592090964,84,12.18,125.51,82.72,9.15
196,Alice Springs,90,AU,1592090965,54,-23.7,133.88,57.2,8.05
197,Latung,100,PH,1592090965,84,5.5,120.88,79.34,11.18
198,Takoradze,61,GH,1592090965,88,4.88,-1.76,77.79,7.67
199,Simnas,0,LT,1592090966,67,54.4,23.65,57.2,6.93
200,Tuatapere,0,NZ,1592090966,74,-46.13,167.68,44.22,5.41
201,Patiya,86,BD,1592090966,91,22.29,91.98,77.58,4.52
202,Svetlaya,36,RU,1592090966,74,46.54,138.33,53.55,5.79
203,Ascension,1,US,1592090966,45,30.22,-90.9,90.0,4.7
204,Novoil'insk,1,RU,1592090967,51,51.68,108.71,62.58,2.59
205,Kavieng,22,PG,1592090967,72,-2.57,150.8,85.17,10.94
206,Omboué,29,GA,1592090967,91,-1.57,9.26,72.3,6.85
207,Pevek,100,RU,1592090967,90,69.7,170.31,41.02,4.03
208,Tilichiki,75,RU,1592090968,54,60.47,166.1,50.63,4.88
209,Dwārka,86,IN,1592090968,83,22.24,68.97,85.15,11.68
210,Mount Isa,0,AU,1592090968,28,-20.73,139.5,71.6,5.82
211,Port Hardy,20,CA,1592090894,72,50.7,-127.42,59.0,12.75
212,Camacha,40,PT,1592090969,82,33.08,-16.33,68.0,5.82
213,Uzunovo,98,RU,1592090969,77,54.54,38.62,52.16,16.11
214,Dezhou,48,CN,1592090969,25,37.45,116.29,79.93,17.2
215,Moate,26,IE,1592090970,91,53.55,-7.72,55.99,7.0
216,Takhli,100,TH,1592090970,74,15.26,100.34,84.99,1.01
217,Mehamn,14,NO,1592090970,66,71.04,27.85,49.68,2.06
218,Isla Vista,1,US,1592090784,39,34.41,-119.86,81.0,11.41
219,Imbituba,75,BR,1592090822,59,-28.24,-48.67,64.4,6.93
220,Lębork,40,PL,1592090971,93,54.54,17.75,62.01,9.17
221,Grand Gaube,8,MU,1592090971,89,-20.01,57.66,70.0,3.0
222,Ambunti,72,PG,1592090971,86,-4.24,142.84,80.62,0.96
223,East Wenatchee Bench,40,US,1592090971,28,47.43,-120.28,69.8,17.22
224,Presidencia Roque Sáenz Peña,28,AR,1592090971,44,-26.79,-60.44,54.0,1.99
225,Mabaruma,100,GY,1592090972,84,8.2,-59.78,77.47,3.67
226,Visnes,83,NO,1592090972,56,59.36,5.22,68.0,6.93
227,Huilong,97,CN,1592090972,84,31.81,121.66,88.0,10.04
228,São Félix do Xingu,20,BR,1592090972,73,-6.64,-51.99,75.9,3.71
229,Cervo,91,ES,1592090973,79,43.67,-7.41,60.01,1.99
230,Mar del Plata,20,AR,1592090973,70,-38.0,-57.56,43.0,16.11
231,Kajaani,0,FI,1592090973,71,64.23,27.73,51.8,3.36
232,Okhotsk,98,RU,1592090974,75,59.38,143.3,54.07,2.46
233,Denpasar,20,ID,1592090848,100,-8.65,115.22,80.6,9.17
234,Banepā,75,NP,1592090974,94,27.63,85.52,69.8,2.24
235,Kindu,64,CD,1592090974,91,-2.95,25.95,69.71,1.83
236,Kahului,40,US,1592090974,43,20.89,-156.47,87.8,29.97
237,Tasiilaq,100,GL,1592090975,93,65.61,-37.64,37.4,9.17
238,Aykhal,90,RU,1592090975,100,66.0,111.5,37.4,6.71
239,Dutlwe,0,BW,1592090975,66,-23.98,23.9,40.1,7.81
240,Pitimbu,75,BR,1592090975,83,-7.47,-34.81,75.2,5.82
241,Mauá,9,BR,1592090826,53,-23.67,-46.46,73.99,1.12
242,Comodoro Rivadavia,60,AR,1592090968,65,-45.87,-67.5,41.0,4.7
243,Pangody,100,RU,1592090976,56,65.85,74.49,45.86,23.76
244,Tuktoyaktuk,75,CA,1592090976,55,69.45,-133.04,62.6,12.75
245,Waipawa,20,NZ,1592090976,70,-41.41,175.52,48.99,5.82
246,Mumford,94,GH,1592090977,88,5.26,-0.76,78.42,8.32
247,Laas,40,IT,1592090977,87,46.62,10.7,50.0,2.24
248,Rabo de Peixe,20,PT,1592090977,82,37.8,-25.58,55.4,5.82
249,Yazoo City,1,US,1592090944,37,32.86,-90.41,87.8,4.7
250,Haines Junction,73,CA,1592090977,45,60.75,-137.51,68.04,3.09
251,Batemans Bay,100,AU,1592090978,81,-35.72,150.18,64.0,7.0
252,Agnibilékrou,100,CI,1592090978,98,7.13,-3.2,71.82,3.4
253,Chicama,19,PE,1592090978,74,-7.84,-79.15,66.4,7.54
254,Arlit,42,NE,1592090978,19,18.74,7.39,96.17,5.68
255,Sola,75,VU,1592090979,74,-13.88,167.55,86.0,11.41
256,Najrān,88,SA,1592090979,26,17.49,44.13,78.8,1.12
257,Krasnosel'kup,100,RU,1592090979,88,65.7,82.47,50.02,21.52
258,Khorinsk,10,RU,1592090979,58,52.17,109.77,60.98,4.12
259,San Juan,0,AR,1592090980,46,-31.54,-68.54,48.74,1.61
260,Longyearbyen,75,SJ,1592090980,85,78.22,15.64,37.4,9.17
261,Port Elizabeth,69,ZA,1592090980,93,-33.92,25.57,48.2,4.7
262,Kapustin Yar,33,RU,1592090980,44,48.58,45.74,79.36,13.47
263,Sur,88,OM,1592090981,52,22.57,59.53,87.75,8.93
264,Bonthe,100,SL,1592090981,85,7.53,-12.51,79.09,6.8
265,Pāveh,0,IR,1592090981,40,35.04,46.36,55.08,3.18
266,Carutapera,37,BR,1592090981,92,-1.2,-46.02,75.61,4.81
267,Tautira,20,PF,1592090982,70,-17.73,-149.15,86.0,10.29
268,Saint Anthony,40,US,1592090927,46,45.02,-93.22,71.01,18.34
269,Ituberá,0,BR,1592090982,93,-13.73,-39.15,70.61,3.62
270,Linguère,81,SN,1592090982,44,15.4,-15.12,88.16,16.26
271,Naze,75,JP,1592090982,94,28.37,129.48,82.4,14.99
272,Kaduqli,76,SD,1592090983,51,11.02,29.72,83.5,4.61
273,Khotiv,100,UA,1592090983,73,50.33,30.47,69.8,15.66
274,Hay River,75,CA,1592090983,70,60.82,-115.8,48.2,8.05
275,Bījār,0,IR,1592090983,39,35.87,47.61,54.28,5.57
276,Klaksvík,88,FO,1592090983,93,62.23,-6.59,48.2,1.12
277,Laizhou,90,CN,1592090984,73,37.18,119.93,76.42,2.42
278,Mildura,0,AU,1592090984,87,-34.2,142.15,48.2,6.93
279,Preobrazheniye,100,RU,1592090984,72,42.9,133.91,65.3,2.93
280,Innisfail,69,AU,1592090984,92,-17.53,146.03,75.06,4.21
281,Lukulu,0,ZM,1592090985,56,-14.37,23.24,54.99,4.45
282,Mountain Home,90,US,1592090985,51,43.13,-115.69,60.8,9.17
283,Arrondissement de Castres,18,FR,1592090985,87,43.58,2.17,55.4,3.36
284,Lebu,100,CL,1592090985,70,-37.62,-73.65,47.91,6.87
285,Moose Factory,1,CA,1592090985,50,51.26,-80.61,53.6,10.29
286,Kavaratti,80,IN,1592090905,75,10.57,72.64,84.79,25.01
287,Saint-Pierre,20,RE,1592090986,82,-21.34,55.48,66.2,2.24
288,Laurel,20,US,1592090981,38,39.1,-76.85,75.99,8.05
289,Puerto Ayora,40,EC,1592090986,65,-0.74,-90.35,78.8,19.46
290,Oulainen,0,FI,1592090986,60,64.27,24.8,60.01,3.22
291,Cap Malheureux,5,MU,1592090987,89,-19.98,57.61,70.0,3.0
292,São Filipe,87,CV,1592090987,82,14.9,-24.5,76.03,9.26
293,Praia,75,CV,1592090987,74,14.92,-23.51,80.6,3.36
294,Provideniya,91,RU,1592090987,79,64.38,-173.3,47.44,7.14
295,Balikpapan,100,ID,1592090988,84,-1.27,116.83,78.39,3.6
296,Umluj,0,SA,1592090988,35,25.02,37.27,84.4,4.16
297,Honningsvåg,24,NO,1592090988,71,70.98,25.97,48.63,3.94
298,Lorengau,71,PG,1592090988,68,-2.02,147.27,85.23,8.08
299,Ystad,3,SE,1592090988,67,55.43,13.82,59.0,13.87
300,Tabou,100,CI,1592090989,87,4.42,-7.35,77.58,9.98
301,Tsumeb,0,NA,1592090989,46,-19.23,17.72,49.42,10.16
302,Byron Bay,40,AU,1592090989,78,-28.65,153.62,73.4,12.75
303,Seymchan,97,RU,1592090989,32,62.88,152.43,71.94,3.96
304,Nizwá,27,OM,1592090989,35,22.93,57.53,89.29,2.64
305,Timizart,4,DZ,1592090990,84,36.8,4.27,59.81,3.44
306,Maun,0,BW,1592090990,26,-19.98,23.42,48.2,8.05
307,Norman Wells,75,CA,1592090990,30,65.28,-126.83,71.6,20.8
308,Matinhos,90,BR,1592090990,93,-25.82,-48.54,68.0,9.17
309,Roald,61,NO,1592090991,77,62.58,6.13,60.01,2.24
310,Malakal,9,SS,1592090991,68,9.53,31.66,79.88,2.21
311,Turka,91,UA,1592090888,91,49.15,23.03,66.0,11.99
312,Nakusp,100,CA,1592090991,94,50.25,-117.8,55.0,1.99
313,Laguna,20,US,1592090991,27,38.42,-121.42,78.8,9.17
314,Santa Cruz de La Palma,75,ES,1592090992,68,28.68,-17.76,69.8,6.93
315,Kimbe,68,PG,1592090992,71,-5.55,150.14,84.25,3.15
316,Sibolga,99,ID,1592090992,80,1.74,98.78,77.92,2.39
317,Westport,1,US,1592090957,33,41.14,-73.36,71.6,9.17
318,Kerema,12,PG,1592090993,74,-7.96,145.78,82.31,1.81
319,Quibdó,75,CO,1592090993,88,5.69,-76.66,80.6,8.05
320,Beidao,58,CN,1592090993,69,34.57,105.89,59.49,0.81
321,Pemberton,90,CA,1592090836,66,50.32,-122.8,53.6,5.82
322,Guaíra,81,BR,1592090993,59,-20.32,-48.31,74.14,4.83
323,Tamworth,54,GB,1592090994,93,52.63,-1.7,57.99,3.36
324,Jega,32,NG,1592090994,52,12.22,4.38,87.98,15.46
325,Solomenskoye,19,RU,1592090994,85,44.22,44.35,68.13,4.25
326,Ivankiv,98,UA,1592090994,93,50.94,29.89,66.2,6.71
327,Tromsø,90,NO,1592090734,67,69.65,18.96,57.2,26.4
328,Doka,100,SD,1592090995,67,13.52,35.77,73.74,15.5
329,Ouallam,1,NE,1592090995,37,14.32,2.09,89.47,22.15
330,Sinjār,0,IQ,1592090995,26,36.32,41.88,73.18,4.54
331,Calabozo,79,VE,1592090854,90,8.92,-67.43,77.59,2.98
332,Bend,98,US,1592090996,49,44.06,-121.32,55.99,4.0
333,Kutum,0,SD,1592090996,21,14.2,24.67,72.61,0.16
334,Sanāwad,53,IN,1592090996,59,22.18,76.07,86.9,10.0
335,Nizhniy Chir,52,RU,1592090996,45,48.36,43.09,73.04,7.36
336,La Asuncion,25,VE,1592090997,58,11.03,-63.86,86.0,20.8
337,Portsmouth,2,GB,1592090997,91,50.8,-1.09,57.99,7.16
338,Iquitos,40,PE,1592090997,74,-3.75,-73.25,84.2,3.36
339,Bonavista,10,CA,1592090997,90,48.65,-53.11,55.58,17.38
340,Lumberton,1,US,1592090998,65,34.62,-79.01,82.4,10.29
341,Fort Nelson,90,CA,1592090998,93,58.81,-122.7,55.4,3.36
342,Kosh-Agach,64,RU,1592090998,82,50.0,88.67,49.1,0.4
343,Bitkine,24,TD,1592090999,54,11.98,18.21,81.32,19.19
344,Paamiut,94,GL,1592090999,93,61.99,-49.67,38.59,20.6
345,San Quintín,0,MX,1592090999,56,30.48,-115.95,70.27,21.14
346,Kruisfontein,98,ZA,1592090999,66,-34.0,24.73,51.4,4.29
347,Palauig,100,PH,1592090999,69,15.44,119.9,82.53,3.83
348,Russell,1,US,1592090705,33,32.35,-85.2,87.8,9.17
349,Jalu,2,LY,1592091000,26,29.03,21.55,76.66,11.97
350,Leshukonskoye,29,RU,1592091000,83,64.9,45.76,46.99,6.67
351,Troitsko-Pechorsk,89,RU,1592091000,94,62.71,56.2,41.07,6.6
352,Geraldton,60,AU,1592091001,93,-28.77,114.6,50.0,11.41
353,Sharanga,0,RU,1592091001,90,57.18,46.54,43.02,5.86
354,Arrondissement d'Ajaccio,22,FR,1592090897,93,42.0,8.92,59.0,5.82
355,Glasgow,90,GB,1592090711,93,55.87,-4.26,57.0,10.29
356,Tezpur,88,IN,1592091002,94,26.63,92.8,76.77,3.4
357,Port Augusta,0,AU,1592091002,87,-32.5,137.77,48.0,12.75
358,Sotnikovo,0,RU,1592091002,66,51.88,107.48,55.4,2.71
359,Cayenne,78,GF,1592091003,100,4.93,-52.33,75.2,4.9
360,Berlevåg,17,NO,1592091003,68,70.86,29.09,49.51,4.54
361,Qasigiannguit,100,GL,1592091003,52,68.82,-51.19,42.8,6.93
362,Kupang,20,ID,1592091003,78,-10.17,123.58,78.8,9.17
363,Lagos,20,NG,1592090845,88,6.58,3.75,78.8,3.58
364,Mahébourg,75,MU,1592091004,94,-20.41,57.7,71.6,3.36
365,Muros,82,ES,1592091004,78,42.78,-9.06,61.0,8.99
366,Sterling,40,US,1592091004,44,39.01,-77.43,75.2,5.82
367,Beringovskiy,2,RU,1592091005,68,63.05,179.32,47.21,7.74
368,Tcholliré,45,CM,1592091005,87,8.4,14.17,72.52,3.91
369,Nantucket,1,US,1592091005,67,41.28,-70.1,60.8,12.75
370,Bosaso,100,SO,1592091005,49,11.28,49.18,90.5,7.58
371,Pocatello,1,US,1592091006,21,42.87,-112.45,69.8,20.8
372,Ambon City,40,ID,1592091006,94,-3.7,128.18,77.0,2.24
373,Maningrida,25,AU,1592091006,65,-12.07,134.27,79.79,12.86
